🤠雷蒙影视直播,#genre#
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.144:5146$雷蒙影视•IPV4『线路28』
CCTV1,http://n1.gzbody.com:85/rtp/239.77.1.76:5146$雷蒙影视•IPV4『线路29』
CCTV1,http://n1.gzbody.com:85/rtp/239.77.0.30:5146$雷蒙影视•IPV4『线路30』
CCTV1,http://8.138.7.223/tv/migu2.php?id=1$雷蒙影视•IPV4『线路31』
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1$雷蒙影视•IPV4『线路32』
CCTV1,http://60.29.124.66:6080/hls/12/index.m3u8$雷蒙影视•IPV4『线路33』
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8$雷蒙影视•IPV4『线路34』
CCTV1,http://116.9.204.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路35』
CCTV1,http://58.17.48.228:808/hls/1/index.m3u8$雷蒙影视•IPV4『线路36』
CCTV1,http://www.dsk.cc/php/bfgd.php?id=cctv1$雷蒙影视•IPV4『线路37』
CCTV1,http://smart.tv.home.kg/smtv.php?id=cctv1$雷蒙影视•IPV4『线路38』
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8$雷蒙影视•IPV4『线路39』
CCTV1,http://39.164.180.36:19901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路40』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344$雷蒙影视•IPV4『线路41』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b0831136e327a93587e1920b5595d227c66a7f1a6aabb8e7532bc0682db88a37af6a27b88fde476a02c5f83db38f3b3e864bcf981c57f7fed9877095a1e2fac1a149f0f8869c5c1dc147bee7be$雷蒙影视•IPV4『线路42』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=16a362b923a43fa0d4ce2aba3ecd88cd5e53be41dc5d15a9d1c9bad7fb665c1a2cee1355de7ca1df5ea56c38b88d68c7837724e9d16f358d73f49a202d62a71f7b2eb754beefe9b46eb9e8ab25$雷蒙影视•IPV4『线路43』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=ba552a2083efcc0e9cac8e15f58b13e090dab068fdb3997d064fd7e6e5f165824a5caaa619f3447f77d75712ad65bd76cb137741f46b0a28cb1afc020328b9b4ec1d3f8e8fed80beb6245b6544$雷蒙影视•IPV4『线路44』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=b6a50213ea411edfdeda0e4c7abb5985d6a4f4c3d2f34274d4906fe15400b56f0a5a4ae5fb1d8e0ba25591ea3977d8cc6e1a4faa5a316308a146dfe83d122086fb13709fb6495fea020b068333$雷蒙影视•IPV4『线路45』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=9674d857d6e43e0789d8ec76bab7cdbe190192db368f8f0e2f8018a3e2a160ee9f9ce8d41030046da2b0373378dd65c74a6af0f9a31b8828027b8367d720ea077aef2f2a08a603b4e16074c6b9$雷蒙影视•IPV4『线路46』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad$雷蒙影视•IPV4『线路47』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=d46a7802f5e358560129ef9519cb7db38f9f355847dd255fb5ac47a4bf8e3c6b5b980b45749fb1cb373b654d43a6fc41c66a124ad66ee40a80f07e155334fe6f023993dc3f284f86ab66653797$雷蒙影视•IPV4『线路48』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=80908303af21bc464e188f7e6e33e325e8ac7cc103c5c0c6353cc836f0908085ba7e93a6689a2d96daf2f163fd9d3732ba71e1288a2e8bb2bf6ed82066df1e6eafbedc4ce9a9f3aa896c0e4cd9$雷蒙影视•IPV4『线路49』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=2a6c4fb9cc8f7f2e3b74e061cd6015c3fac382e2bed56fc0e7ec642cda0243f33539c8b831a81a788ef263a552c1fc2e83f85c3aca1c5ac20b670cab6b54dd26fb6cfd1adfd5a289207103e06b$雷蒙影视•IPV4『线路50』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=701afbfc9d2f77d62a9cc2f9479ecde3db6cef36d454660b5d2f0ffb3a1017d0e04c2e19dcbb7c344d80cfb64e43e90dd66c458476898ee612d0e2e9261645fcfc0d32fb90cdf2021d89c4877a$雷蒙影视•IPV4『线路51』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=616bff0550349c6e67acff477cb46f9414058f2f80a6037f87e37174fab7a88ce43007f82993964b9222c5578037b6435c076ec1a3cd9712bffad24d5fb5293d9665b5fce5f6d1ec1012231552$雷蒙影视•IPV4『线路52』
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=184a95f0cdaaf7c1f3c7b4cd06d432af7234562e68074726eac10898c158cf1eea49819ced71b5e3d2f3ea0023ff71f8062e39a0a92ffd236a2c1ef4a30ca7f3cb03548908d23e6c6d685437e2$雷蒙影视•IPV4『线路53』
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路54』
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路55』
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8$雷蒙影视•IPV4『线路56』
CCTV2,http://183.155.254.220:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路1』
CCTV2,http://115.230.188.101:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路2』
CCTV2,http://115.220.243.30:9999/rtp/233.50.201.119:5140$雷蒙影视•IPV4『线路3』
CCTV2,http://60.164.229.62:4040/udp/239.255.30.179:8231$雷蒙影视•IPV4『线路4』
CCTV2,http://www.freetv.top/migu/631780532.m3u8?migutoken=d69d5e5f850768f4609f5e7c6f63984da2c614f71e21226d8dea3a6e40d20f871ca2d383cd042bac96e3e8178933a15192f0ffaef2e700eb95de835faecc0bb802bd0c50099bf3d1abe4ea5174$雷蒙影视•IPV4『线路5』
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2$雷蒙影视•IPV4『线路6』
CCTV2,http://58.46.210.223:4022/udp/239.76.253.152:9000$雷蒙影视•IPV4『线路7』
CCTV2,http://59.35.185.47:8188/udp/239.77.1.158:5146$雷蒙影视•IPV4『线路8』
CCTV2,http://58.46.210.223:4022/udp/239.76.246.152:1234$雷蒙影视•IPV4『线路9』
CCTV2,http://220.169.100.41:10087/udp/239.76.253.152:9000$雷蒙影视•IPV4『线路10』
CCTV2,http://220.169.100.41:10087/udp/239.76.246.152:1234$雷蒙影视•IPV4『线路11』
CCTV2,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV2$雷蒙影视•IPV4『线路12』
CCTV2,http://119.123.176.146:8086/hls/3/index.m3u8$雷蒙影视•IPV4『线路13』
CCTV2,http://171.15.18.199:8180/TV00000000000000000002@HHZT$雷蒙影视•IPV4『线路14』
CCTV2,http://8.138.7.223/tv/migu2.php?id=2$雷蒙影视•IPV4『线路15』
CCTV2,http://8.138.7.223/tv/migu3.php?id=cctv2$雷蒙影视•IPV4『线路16』
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8$雷蒙影视•IPV4『线路17』
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV2,http://116.9.204.242:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路19』
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8$雷蒙影视•IPV4『线路20』
CCTV2,http://58.17.48.228:808/hls/2/index.m3u8$雷蒙影视•IPV4『线路21』
CCTV2,http://www.dsk.cc/php/bfgd.php?id=cctv2$雷蒙影视•IPV4『线路22』
CCTV2,http://39.164.180.36:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路23』
CCTV2,http://smart.tv.home.kg/smtv.php?id=cctv2$雷蒙影视•IPV4『线路24』
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路25』
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路26』
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8$雷蒙影视•IPV4『线路27』
CCTV2,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8$雷蒙影视•IPV4『线路28』
CCTV3,http://183.155.254.220:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路1』
CCTV3,http://115.230.188.101:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路2』
CCTV3,http://115.220.243.30:9999/rtp/233.50.201.196:5140$雷蒙影视•IPV4『线路3』
CCTV3,http://60.164.229.62:4040/udp/239.255.29.12:8231$雷蒙影视•IPV4『线路4』
CCTV3,http://www.freetv.top/migu/624878271.m3u8?migutoken=21306af96cf9259457600792df858b0d339bc7203aeb7e1a6ee6ec6ec3832a2736936029fe2583dcf971676870fdf0afbdee5be786e50af2ac6a8825673cc860d7988f44d0c5c4bc1931259698$雷蒙影视•IPV4『线路5』
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3$雷蒙影视•IPV4『线路6』
CCTV3,http://58.46.210.223:4022/udp/239.76.253.153:9000$雷蒙影视•IPV4『线路7』
CCTV3,http://59.35.185.47:8188/udp/239.77.0.169:5146$雷蒙影视•IPV4『线路8』
CCTV3,http://home.yulei.online:9999/rtp/226.0.2.208:9576$雷蒙影视•IPV4『线路9』
CCTV3,http://58.46.210.223:4022/udp/239.76.246.153:1234$雷蒙影视•IPV4『线路10』
CCTV3,http://220.169.100.41:10087/udp/239.76.253.153:9000$雷蒙影视•IPV4『线路11』
CCTV3,http://220.169.100.41:10087/udp/239.76.246.153:1234$雷蒙影视•IPV4『线路12』
CCTV3,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV3$雷蒙影视•IPV4『线路13』
CCTV3,http://119.123.176.146:8086/hls/4/index.m3u8$雷蒙影视•IPV4『线路14』
CCTV3,http://171.15.18.199:8180/TV00000000000000000003@HHZT$雷蒙影视•IPV4『线路15』
CCTV3,http://8.138.7.223/tv/migu2.php?id=3$雷蒙影视•IPV4『线路16』
CCTV3,http://8.138.7.223/tv/migu3.php?id=cctv3$雷蒙影视•IPV4『线路17』
CCTV3,http://60.29.124.66:6080/hls/14/index.m3u8$雷蒙影视•IPV4『线路18』
CCTV3,http://123.182.60.29:9002/hls/3/index.m3u8$雷蒙影视•IPV4『线路19』
CCTV3,http://116.9.204.242:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路20』
CCTV3,http://183.11.239.36:808/hls/91/index.m3u8$雷蒙影视•IPV4『线路21』
CCTV3,http://58.17.48.228:808/hls/3/index.m3u8$雷蒙影视•IPV4『线路22』
CCTV3,http://www.dsk.cc/php/bfgd.php?id=cctv3$雷蒙影视•IPV4『线路23』
CCTV3,http://smart.tv.home.kg/smtv.php?id=cctv3$雷蒙影视•IPV4『线路24』
CCTV3,http://39.164.180.36:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路25』
CCTV3,http://221.2.148.205:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路26』
CCTV3,http://1b6467f415.iok.la:9931/tsfile/live/1022_1.m3u8$雷蒙影视•IPV4『线路27』
CCTV3,http://113.57.111.4:1111/tsfile/live/1002_1.m3u8$雷蒙影视•IPV4『线路28』
CCTV4,http://183.155.254.220:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路1』
CCTV4,http://115.230.188.101:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路2』
CCTV4,http://115.220.243.30:9999/rtp/233.50.201.4:5140$雷蒙影视•IPV4『线路3』
CCTV4,http://60.164.229.62:4040/udp/239.255.30.83:8231$雷蒙影视•IPV4『线路4』
CCTV4,http://www.freetv.top/migu/631780421.m3u8?migutoken=7acf39385ea80b0efa77b918418fcf998d00455e8b98e02dff92961440d989e3b7da00ef24731d327c410f2ef9ceb51e2137c20b2b606646542ce4643521747bf78b7533b3ec604bba63ffdf43$雷蒙影视•IPV4『线路5』
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4$雷蒙影视•IPV4『线路6』
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4o$雷蒙影视•IPV4『线路7』
CCTV4,http://59.35.185.47:8188/udp/239.77.1.163:5146$雷蒙影视•IPV4『线路8』
CCTV4,http://home.yulei.online:9999/rtp/226.0.2.156:9160$雷蒙影视•IPV4『线路9』
CCTV4,http://58.46.210.223:4022/udp/239.76.253.154:9000$雷蒙影视•IPV4『线路10』
CCTV4,http://zqh2333.top:2222/rtp/239.93.25.105:5140$雷蒙影视•IPV4『线路11』
CCTV4,http://58.46.210.223:4022/udp/239.76.246.95:1234$雷蒙影视•IPV4『线路12』
CCTV4,http://58.46.210.223:4022/udp/239.76.246.154:1234$雷蒙影视•IPV4『线路13』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.95:1234$雷蒙影视•IPV4『线路14』
CCTV4,http://58.46.210.223:4022/udp/239.76.253.96:9000$雷蒙影视•IPV4『线路15』
CCTV4,http://58.46.210.223:4022/udp/239.76.253.95:9000$雷蒙影视•IPV4『线路16』
CCTV4,http://220.169.100.41:10087/udp/239.76.245.195:1234$雷蒙影视•IPV4『线路17』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.154:1234$雷蒙影视•IPV4『线路18』
CCTV4,http://220.169.100.41:10087/udp/239.76.246.96:1234$雷蒙影视•IPV4『线路19』
CCTV4,http://58.46.210.223:4022/udp/239.76.246.96:1234$雷蒙影视•IPV4『线路20』
CCTV4,http://220.169.100.41:10087/udp/239.76.253.154:9000$雷蒙影视•IPV4『线路21』
CCTV4,http://58.46.210.223:4022/udp/239.76.245.195:1234$雷蒙影视•IPV4『线路22』
CCTV4,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV4$雷蒙影视•IPV4『线路23』
CCTV4,http://119.123.176.146:8086/hls/5/index.m3u8$雷蒙影视•IPV4『线路24』
CCTV4,http://171.15.18.199:8180/TV00000000000000000004@HHZT$雷蒙影视•IPV4『线路25』
CCTV4,http://n1.gzbody.com:85/rtp/239.77.0.33:5146$雷蒙影视•IPV4『线路26』
CCTV4,http://8.138.7.223/tv/migu2.php?id=4$雷蒙影视•IPV4『线路27』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4$雷蒙影视•IPV4『线路28』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4a$雷蒙影视•IPV4『线路29』
CCTV4,http://8.138.7.223/tv/migu3.php?id=cctv4o$雷蒙影视•IPV4『线路30』
CCTV4,http://60.29.124.66:6080/hls/15/index.m3u8$雷蒙影视•IPV4『线路31』
CCTV4,http://123.182.60.29:9002/hls/4/index.m3u8$雷蒙影视•IPV4『线路32』
CCTV4,http://116.9.204.242:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路33』
CCTV4,http://183.11.239.36:808/hls/22/index.m3u8$雷蒙影视•IPV4『线路34』
CCTV4,http://58.17.48.228:808/hls/4/index.m3u8$雷蒙影视•IPV4『线路35』
CCTV4,http://www.dsk.cc/php/bfgd.php?id=cctv4$雷蒙影视•IPV4『线路36』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=4$雷蒙影视•IPV4『线路37』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=6$雷蒙影视•IPV4『线路38』
CCTV4,http://39.164.180.36:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路39』
CCTV4,http://8.138.7.223/tv/dl/careryun.php?id=5$雷蒙影视•IPV4『线路40』
CCTV4,http://smart.tv.home.kg/smtv.php?id=cctv4$雷蒙影视•IPV4『线路41』
CCTV4,http://113.15.109.216:59901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路42』
CCTV4,https://www.freetv.top/migu/631780421.m3u8?migutoken=9c479e166888f001e1fb4ab5502e734251c68075cd89836a715137a1a2a4b18b60e282b0f1a308d6641c282600bd8db3cef99cb15edd0ab61d81c4d76d154bb464e3a02a75b167298c4747ce6f$雷蒙影视•IPV4『线路43』
CCTV4,https://www.freetv.top/migu/631780421.m3u8?migutoken=8dc7b786c408976ee73b6ee5a0e7bf7de8ed82ed22f8668130fa8f17f943f9aeefa99d71320e4b5ac6c57c70025c65d2b4c31a9dfca1ebed552d0e3d722521423806670cc55bb626ba456b64fe$雷蒙影视•IPV4『线路44』
CCTV4,https://www.freetv.top/migu/608807416.m3u8?migutoken=cfc1141967eb2f06f62caa8f87ecd004f5096e3d9013d45f3fbc7597bc6f8a5b22a7b29ff3e195b179467f54bb94620de38658b7c53f55144109671005f6b03a062dd1fc884e2169dbcb902874$雷蒙影视•IPV4『线路45』
CCTV4,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8$雷蒙影视•IPV4『线路46』
CCTV4,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8$雷蒙影视•IPV4『线路47』
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$雷蒙影视•IPV4『线路48』
CCTV5,http://183.155.254.220:9999/rtp/233.50.201.197:5140$雷蒙影视•IPV4『线路1』
CCTV5,http://115.230.188.101:9999/rtp/233.50.201.197:5140$雷蒙影视•IPV4『线路2』
CCTV5,http://115.220.243.30:9999/rtp/233.50.201.197:5140$雷蒙影视•IPV4『线路3』
CCTV5,http://60.164.229.62:4040/udp/239.255.29.13:8231$雷蒙影视•IPV4『线路4』
CCTV5,http://www.freetv.top/migu/641886683.m3u8?migutoken=cea30189b17e30fb3b4876609eb6e3128f840f8ab5db6f9643403213dc9980613938be69b13fe0290d2c44f0052b78d90c669a2f92e28951f92da861b7cba070b55ec1b4fe1a92a2c133c43c4c$雷蒙影视•IPV4『线路5』
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5$雷蒙影视•IPV4『线路6』
CCTV5,http://58.46.210.223:4022/udp/239.76.246.155:1234$雷蒙影视•IPV4『线路7』
CCTV5,http://220.169.100.41:10087/udp/239.76.254.214:9000$雷蒙影视•IPV4『线路8』
CCTV5,http://220.169.100.41:10087/udp/239.76.253.155:9000$雷蒙影视•IPV4『线路9』
CCTV5,http://58.46.210.223:4022/udp/239.76.253.155:9000$雷蒙影视•IPV4『线路10』
CCTV5,http://58.46.210.223:4022/udp/239.76.254.214:9000$雷蒙影视•IPV4『线路11』
CCTV5,http://59.35.185.47:8188/udp/239.77.0.170:5146$雷蒙影视•IPV4『线路12』
CCTV5,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV5$雷蒙影视•IPV4『线路13』
CCTV5,http://119.123.176.146:8086/hls/6/index.m3u8$雷蒙影视•IPV4『线路14』
CCTV5,http://171.15.18.199:8180/TV00000000000000000005@HHZT$雷蒙影视•IPV4『线路15』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.0.170:5146$雷蒙影视•IPV4『线路16』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.1.8:5146$雷蒙影视•IPV4『线路17』
CCTV5,http://n1.gzbody.com:85/rtp/239.77.0.34:5146$雷蒙影视•IPV4『线路18』
CCTV5,http://8.138.7.223/tv/migu2.php?id=5$雷蒙影视•IPV4『线路19』
CCTV5,http://8.138.7.223/tv/migu3.php?id=cctv5$雷蒙影视•IPV4『线路20』
CCTV5,http://60.29.124.66:6080/hls/16/index.m3u8$雷蒙影视•IPV4『线路21』
CCTV5,http://123.182.60.29:9002/hls/7/index.m3u8$雷蒙影视•IPV4『线路22』
CCTV5,http://116.9.204.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路23』
CCTV5,http://58.17.48.228:808/hls/5/index.m3u8$雷蒙影视•IPV4『线路24』
CCTV5,http://www.dsk.cc/php/bfgd.php?id=cctv5$雷蒙影视•IPV4『线路25』
CCTV5,http://39.164.180.36:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$雷蒙影视•IPV4『线路26』
CCTV5,http://221.2.148.205:8154/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路27』
CCTV5,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路28』
CCTV5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$雷蒙影视•IPV4『线路29』
CCTV5,http://58.19.38.162:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$雷蒙影视•IPV4『线路30』
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$雷蒙影视•IPV4『线路31』
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$雷蒙影视•IPV4『线路32』
CCTV5,https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8$雷蒙影视•IPV4『线路33』
CCTV5,http://182.150.23.74:808/hls/5/index.m3u8$雷蒙影视•IPV4『线路34』
CCTV5+,http://183.155.254.220:9999/rtp/233.50.201.220:5140$雷蒙影视•IPV4『线路1』
CCTV5+,http://115.230.188.101:9999/rtp/233.50.201.220:5140$雷蒙影视•IPV4『线路2』
CCTV5+,http://115.220.243.30:9999/rtp/233.50.201.220:5140$雷蒙影视•IPV4『线路3』
CCTV5+,http://60.164.229.62:4040/udp/239.255.30.184:8231$雷蒙影视•IPV4『线路4』
CCTV5+,http://www.freetv.top/migu/641886773.m3u8?migutoken=752524a725f1fe3e2f8566518e97cd59f827e367318341fa56132b91af956b4e1cd85f255dd26352c1e9611c76770d0ba4afaf07d71eb65ec9859b3d8239dd7806fb2b21c9410b3e062eab2fcc$雷蒙影视•IPV4『线路5』
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p$雷蒙影视•IPV4『线路6』
CCTV5+,http://home.yulei.online:9999/rtp/226.0.2.168:9256$雷蒙影视•IPV4『线路7』
CCTV5+,http://59.35.185.47:8188/udp/239.77.1.31:5146$雷蒙影视•IPV4『线路8』
CCTV5+,http://58.46.210.223:4022/udp/239.76.254.215:9000$雷蒙影视•IPV4『线路9』
CCTV5+,http://58.46.210.223:4022/udp/239.76.253.168:9000$雷蒙影视•IPV4『线路10』
CCTV5+,http://220.169.100.41:10087/udp/239.76.254.215:9000$雷蒙影视•IPV4『线路11』
CCTV5+,http://58.46.210.223:4022/udp/239.76.251.88:9000$雷蒙影视•IPV4『线路12』
CCTV5+,http://58.46.210.223:4022/udp/239.76.246.168:1234$雷蒙影视•IPV4『线路13』
CCTV5+,http://220.169.100.41:10087/udp/239.76.251.88:9000$雷蒙影视•IPV4『线路14』
CCTV5+,http://220.169.100.41:10087/udp/239.76.246.168:1234$雷蒙影视•IPV4『线路15』
